word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2
clear,He cleared the shelf,He cleared the path,FALSE,Polysemy,shelf,path,M1_b_M2_a,V,3466666667,4,0533333333,15,0833809388,0193765879,0118124425,0215288658,M1_b,M2_a
clear,He cleared the shelf,He cleared the road,FALSE,Polysemy,shelf,road,M1_b_M2_b,V,2909090909,2,0909090909,11,1044465936,0317057014,0125001669,0314918329,M1_b,M2_b
clear,He cleared the desk,He cleared the shelf,TRUE,Polysemy,desk,shelf,M1_a_M1_b,V,3956521739,4,0043478261,23,0208514414,0131476939,0108689189,0043478261,M1_a,M1_b
clear,He cleared the path,He cleared the road,TRUE,Polysemy,path,road,M2_a_M2_b,V,39,4,01,10,0316227766,0101772845,0045495272,01,M2_a,M2_b
clip,It was a film clip,It was a hair clip,FALSE,Homonymy,film,hair,M1_a_M2_a,N,07,0,07,20,1080935268,0351907313,0064445615,0241704474,M1_a,M2_a
clip,It was a film clip,It was a metal clip,FALSE,Homonymy,film,metal,M1_a_M2_b,N,0555555556,0,0555555556,9,0726483157,0333222985,0097966373,0242161052,M1_a,M2_b
clip,It was a video clip,It was a hair clip,FALSE,Homonymy,video,hair,M1_b_M2_a,N,04,0,04,15,0632455532,0406234622,0076359332,0163299316,M1_b,M2_a
clip,It was a video clip,It was a metal clip,FALSE,Homonymy,video,metal,M1_b_M2_b,N,0222222222,0,0222222222,9,0666666667,0380484819,0101653278,0222222222,M1_b,M2_b
clip,It was a film clip,It was a video clip,TRUE,Homonymy,film,video,M1_a_M1_b,N,4,4,0,10,0,0071674526,0036003411,0,M1_a,M1_b
clip,It was a hair clip,It was a metal clip,TRUE,Homonymy,hair,metal,M2_a_M2_b,N,2714285714,3,0285714286,14,1204387583,0208770514,0067853034,0321886121,M2_a,M2_b
clog,The dancer clogged,The pipe clogged,FALSE,Polysemy,dancer,pipe,M1_a_M2_a,V,03,0,03,10,0483045892,0173205554,0096770346,0152752523,M1_a,M2_a
clog,The dancer clogged,The sink clogged,FALSE,Polysemy,dancer,sink,M1_a_M2_b,V,0142857143,0,0142857143,7,0377964473,0235879421,0081241608,0142857143,M1_a,M2_b
clog,The choreographer clogged,The pipe clogged,FALSE,Polysemy,choreographer,pipe,M1_b_M2_a,V,0285714286,0,0285714286,14,0468807231,0207357526,0126630962,0125294003,M1_b,M2_a
clog,The choreographer clogged,The sink clogged,FALSE,Polysemy,choreographer,sink,M1_b_M2_b,V,0461538462,0,0461538462,13,0518874522,0240847111,0111360729,0143909899,M1_b,M2_b
clog,The dancer clogged,The choreographer clogged,TRUE,Polysemy,dancer,choreographer,M1_a_M1_b,V,3368421053,4,0631578947,19,1164785451,013209796,002587229,0267220109,M1_a,M1_b
clog,The pipe clogged,The sink clogged,TRUE,Polysemy,pipe,sink,M2_a_M2_b,V,4,4,0,14,0,0138669252,0040646911,0,M2_a,M2_b
cold,It was an icy cold,It was a chest cold,FALSE,Polysemy,icy,chest,M1_a_M2_a,N,1294117647,1,0294117647,17,1104802351,015583688,0110119402,0267953929,M1_a,M2_a
cold,It was an icy cold,It was a common cold,FALSE,Polysemy,icy,common,M1_a_M2_b,N,0875,1,0125,8,083452296,0177187324,0100174546,0295048422,M1_a,M2_b
cold,It was a freezing cold,It was a chest cold,FALSE,Polysemy,freezing,chest,M1_b_M2_a,N,1230769231,1,0230769231,13,0832050294,0184639931,0117933095,0230769231,M1_b,M2_a
cold,It was a freezing cold,It was a common cold,FALSE,Polysemy,freezing,common,M1_b_M2_b,N,0818181818,0,0818181818,11,1250454463,0152515173,0114774644,0377026206,M1_b,M2_b
cold,It was an icy cold,It was a freezing cold,TRUE,Polysemy,icy,freezing,M1_a_M1_b,N,3842105263,4,0157894737,19,0374634325,0057332754,0028746963,0085947009,M1_a,M1_b
cold,It was a chest cold,It was a common cold,TRUE,Polysemy,chest,common,M2_a_M2_b,N,3444444444,4,0555555556,9,1333333333,0175595999,009282434,0444444444,M2_a,M2_b
column,It was a gossip column,It was a concrete column,FALSE,Polysemy,gossip,concrete,M1_a_M2_a,N,0125,0,0125,8,0353553391,0453143775,0090889096,0125,M1_a,M2_a
column,It was a gossip column,It was a marble column,FALSE,Polysemy,gossip,marble,M1_a_M2_b,N,0411764706,0,0411764706,17,0618346942,0467917681,012032944,0149971162,M1_a,M2_b
column,It was a sports column,It was a concrete column,FALSE,Polysemy,sports,concrete,M1_b_M2_a,N,0111111111,0,0111111111,9,0333333333,0427443981,0078556299,0111111111,M1_b,M2_a
column,It was a sports column,It was a marble column,FALSE,Polysemy,sports,marble,M1_b_M2_b,N,0555555556,0,0555555556,18,0855585264,0444061756,0109047771,0201663381,M1_b,M2_b
column,It was a gossip column,It was a sports column,TRUE,Polysemy,gossip,sports,M1_a_M1_b,N,3928571429,4,0071428571,14,0267261242,0105692744,0033031523,0071428571,M1_a,M1_b
column,It was a concrete column,It was a marble column,TRUE,Polysemy,concrete,marble,M2_a_M2_b,N,3727272727,4,0272727273,11,0467099366,0101493776,0033631325,0140835758,M2_a,M2_b
company,He liked the investment company,He liked the pleasant company,FALSE,Polysemy,investment,pleasant,M1_a_M2_a,N,1,1,0,8,09258201,0488830864,0145881116,0327326835,M1_a,M2_a
company,He liked the investment company,He liked the polite company,FALSE,Polysemy,investment,polite,M1_a_M2_b,N,0733333333,1,0266666667,15,0798808637,0481504261,0141207337,0206251503,M1_a,M2_b
company,He liked the pharmaceutical company,He liked the pleasant company,FALSE,Polysemy,pharmaceutical,pleasant,M1_b_M2_a,N,0615384615,0,0615384615,13,1043907845,046819371,0212740541,0289527943,M1_b,M2_a
company,He liked the pharmaceutical company,He liked the polite company,FALSE,Polysemy,pharmaceutical,polite,M1_b_M2_b,N,03125,0,03125,16,0602079729,0461689591,0205292463,0150519932,M1_b,M2_b
company,He liked the investment company,He liked the pharmaceutical company,TRUE,Polysemy,investment,pharmaceutical,M1_a_M1_b,N,35,4,05,8,0755928946,0169793963,0102344513,0267261242,M1_a,M1_b
company,He liked the pleasant company,He liked the polite company,TRUE,Polysemy,pleasant,polite,M2_a_M2_b,N,3764705882,4,0235294118,17,09701425,0057559729,0049681246,0235294118,M2_a,M2_b
cone,It was a waffle cone,It was an orange cone,FALSE,Polysemy,waffle,orange,M1_a_M2_a,N,1785714286,2,0214285714,14,1311403912,0178199053,0050908267,0350487438,M1_a,M2_a
cone,It was a waffle cone,It was a traffic cone,FALSE,Polysemy,waffle,traffic,M1_a_M2_b,N,1133333333,0,1133333333,15,135576371,0320831299,0069322228,0350056685,M1_a,M2_b
cone,It was a sugar cone,It was an orange cone,FALSE,Polysemy,sugar,orange,M1_b_M2_a,N,1466666667,0,1466666667,15,1807392228,0162242949,0041739285,0466666667,M1_b,M2_a
cone,It was a sugar cone,It was a traffic cone,FALSE,Polysemy,sugar,traffic,M1_b_M2_b,N,1666666667,2,0333333333,9,0707106781,0252052665,0065718114,023570226,M1_b,M2_b
cone,It was a waffle cone,It was a sugar cone,TRUE,Polysemy,waffle,sugar,M1_a_M1_b,N,4,4,0,7,0,0150759399,0040055096,0,M1_a,M1_b
cone,It was an orange cone,It was a traffic cone,TRUE,Polysemy,orange,traffic,M2_a_M2_b,N,3647058824,4,0352941176,17,0606339063,0228395164,00677495,0147058824,M2_a,M2_b
contribution,He made a charitable contribution,He made a scholarly contribution,FALSE,Polysemy,charitable,scholarly,M1_a_M2_a,N,3375,4,0625,8,1060660172,0306300402,0104732633,0375,M1_a,M2_a
contribution,He made a charitable contribution,He made a well written contribution,FALSE,Polysemy,charitable,well written,M1_a_M2_b,N,19375,2,00625,16,1340087062,0538500786,0067570627,0335021765,M1_a,M2_b
contribution,He made a voluntary contribution,He made a scholarly contribution,FALSE,Polysemy,voluntary,scholarly,M1_b_M2_a,N,3411764706,4,0588235294,17,0795206226,0311554074,01101017,0192865839,M1_b,M2_a
contribution,He made a voluntary contribution,He made a well written contribution,FALSE,Polysemy,voluntary,well written,M1_b_M2_b,N,2857142857,3,0142857143,7,0899735411,0539172411,0047388971,034006802,M1_b,M2_b
contribution,He made a charitable contribution,He made a voluntary contribution,TRUE,Polysemy,charitable,voluntary,M1_a_M1_b,N,3875,4,0125,16,0341565026,0106847584,0039962947,0085391256,M1_a,M1_b
contribution,He made a scholarly contribution,He made a well written contribution,TRUE,Polysemy,scholarly,well written,M2_a_M2_b,N,3076923077,3,0076923077,13,111516355,0501315743,0059290111,030929072,M2_a,M2_b
count,That was the noble count,That was the final count,FALSE,Homonymy,noble,final,M1_a_M2_a,N,0142857143,0,0142857143,7,0377964473,0505488276,0101866722,0142857143,M1_a,M2_a
count,That was the noble count,That was the correct count,FALSE,Homonymy,noble,correct,M1_a_M2_b,N,0375,0,0375,16,0718795288,0410678089,0090347171,0179698822,M1_a,M2_b
count,That was the vengeful count,That was the final count,FALSE,Homonymy,vengeful,final,M1_b_M2_a,N,075,1,025,12,0866025404,0376726568,0141276062,025,M1_b,M2_a
count,That was the vengeful count,That was the correct count,FALSE,Homonymy,vengeful,correct,M1_b_M2_b,N,09375,1,00625,16,1123610253,0288782477,0135300875,0280902563,M1_b,M2_b
count,That was the noble count,That was the vengeful count,TRUE,Homonymy,noble,vengeful,M1_a_M1_b,N,3,35,05,14,1300887271,0235204935,0049302697,0347676748,M1_a,M1_b
count,That was the final count,That was the correct count,TRUE,Homonymy,final,correct,M2_a_M2_b,N,3416666667,4,0583333333,12,0792961461,0172608733,0063432813,0228908257,M2_a,M2_b
course,It was an introductory course,It was a charted course,FALSE,Polysemy,introductory,charted,M1_a_M2_a,N,125,05,075,12,1422226168,0352136493,0064659238,041056133,M1_a,M2_a
course,It was an introductory course,It was a collision course,FALSE,Polysemy,introductory,collision,M1_a_M2_b,N,1375,1,0375,16,1360147051,0476619899,0099086463,0340036763,M1_a,M2_b
course,It was a pass fail course,It was a charted course,FALSE,Polysemy,pass fail,charted,M1_b_M2_a,N,07,0,07,20,0864504726,0654132903,0061700404,0193309133,M1_b,M2_a
course,It was a pass fail course,It was a collision course,FALSE,Polysemy,pass fail,collision,M1_b_M2_b,N,1111111111,0,1111111111,9,1536590743,0667362005,0068087399,0512196914,M1_b,M2_b
course,It was an introductory course,It was a pass fail course,TRUE,Polysemy,introductory,pass fail,M1_a_M1_b,N,3909090909,4,0090909091,11,0301511345,0595319211,0053492665,0090909091,M1_a,M1_b
course,It was a charted course,It was a collision course,TRUE,Polysemy,charted,collision,M2_a_M2_b,N,2222222222,3,0777777778,9,156347192,028404367,0085401952,0521157307,M2_a,M2_b
cross,He crossed a road,He crossed an enemy,FALSE,Polysemy,road,enemy,M1_a_M2_a,V,0727272727,0,0727272727,11,1103712743,0328189552,0101659954,0332781913,M1_a,M2_a
cross,He crossed a road,He crossed a friend,FALSE,Polysemy,road,friend,M1_a_M2_b,V,0375,0,0375,16,05,047225827,0097827077,0125,M1_a,M2_b
cross,He crossed a room,He crossed an enemy,FALSE,Polysemy,room,enemy,M1_b_M2_a,V,0882352941,0,0882352941,17,1053704948,0324942768,0104293823,0255560988,M1_b,M2_a
cross,He crossed a room,He crossed a friend,FALSE,Polysemy,room,friend,M1_b_M2_b,V,0642857143,05,0142857143,14,0744946344,0429726541,0088190854,0199095285,M1_b,M2_b
cross,He crossed a road,He crossed a room,TRUE,Polysemy,road,room,M1_a_M1_b,V,2666666667,3,0333333333,9,1658312395,021152842,008060652,0552770798,M1_a,M1_b
cross,He crossed an enemy,He crossed a friend,TRUE,Polysemy,enemy,friend,M2_a_M2_b,V,3,4,1,10,1333333333,0156759024,0066878438,0421637021,M2_a,M2_b
date,It was a dinner date,It was an expiration date,FALSE,Polysemy,dinner,expiration,M1_a_M2_a,N,125,15,025,8,1164964745,0350375831,0095204234,0411877236,M1_a,M2_a
date,It was a dinner date,It was a historical date,FALSE,Polysemy,dinner,historical,M1_a_M2_b,N,1176470588,1,0176470588,17,1185078801,052690661,0100363076,0287423828,M1_a,M2_b
date,It was a blind date,It was an expiration date,FALSE,Polysemy,blind,expiration,M1_b_M2_a,N,0230769231,0,0230769231,13,059914469,0402957261,0083028615,0166172838,M1_b,M2_a
date,It was a blind date,It was a historical date,FALSE,Polysemy,blind,historical,M1_b_M2_b,N,075,05,025,8,088640526,053855145,006692189,0313391585,M1_b,M2_b
date,It was a dinner date,It was a blind date,TRUE,Polysemy,dinner,blind,M1_a_M1_b,N,3882352941,4,0117647059,17,0332105582,0233226001,0079917014,0080547435,M1_a,M1_b
date,It was an expiration date,It was a historical date,TRUE,Polysemy,expiration,historical,M2_a_M2_b,N,2928571429,3,0071428571,14,1268814451,0421628237,0076293349,0339104926,M2_a,M2_b
degree,It was about forty degrees,It was about associate degrees,FALSE,Polysemy,forty,associate,M1_a_M2_a,N,0071428571,0,0071428571,14,0267261242,0530085713,0169271886,0071428571,M1_a,M2_a
degree,It was about forty degrees,It was about college degrees,FALSE,Polysemy,forty,college,M1_a_M2_b,N,0166666667,0,0166666667,12,0577350269,0548691094,0175453067,0166666667,M1_a,M2_b
degree,It was about fifty degrees,It was about associate degrees,FALSE,Polysemy,fifty,associate,M1_b_M2_a,N,0076923077,0,0076923077,13,0277350098,0527711362,018201381,0076923077,M1_b,M2_a
degree,It was about fifty degrees,It was about college degrees,FALSE,Polysemy,fifty,college,M1_b_M2_b,N,0,0,0,10,0,0541428059,0189542115,0,M1_b,M2_b
degree,It was about forty degrees,It was about fifty degrees,TRUE,Polysemy,forty,fifty,M1_a_M1_b,N,3736842105,4,0263157895,19,0805681579,0012964308,0004413784,0184836031,M1_a,M1_b
degree,It was about associate degrees,It was about college degrees,TRUE,Polysemy,associate,college,M2_a_M2_b,N,3888888889,4,0111111111,9,0333333333,0107942104,0038037837,0111111111,M2_a,M2_b
design,They liked the floral design,They liked the product design,FALSE,Polysemy,floral,product,M1_a_M2_a,N,2888888889,3,0111111111,9,078173596,022197926,0097193956,0260578653,M1_a,M2_a
design,They liked the floral design,They liked the architectural design,FALSE,Polysemy,floral,architectural,M1_a_M2_b,N,375,4,025,16,0577350269,0185480773,0062090397,0144337567,M1_a,M2_b
design,They liked the geometric design,They liked the product design,FALSE,Polysemy,geometric,product,M1_b_M2_a,N,3454545455,4,0545454545,11,0934198733,0216541827,0090237439,0281671516,M1_b,M2_a
design,They liked the geometric design,They liked the architectural design,FALSE,Polysemy,geometric,architectural,M1_b_M2_b,N,3538461538,4,0461538462,13,0776250026,0166111648,0048311472,0215293021,M1_b,M2_b
design,They liked the floral design,They liked the geometric design,TRUE,Polysemy,floral,geometric,M1_a_M1_b,N,39,4,01,20,0307793506,0151654482,0039994121,006882472,M1_a,M1_b
design,They liked the product design,They liked the architectural design,TRUE,Polysemy,product,architectural,M2_a_M2_b,N,35,4,05,8,09258201,0144426942,0093203187,0327326835,M2_a,M2_b
dinner,They liked the turkey dinner,They liked the formal dinner,FALSE,Polysemy,turkey,formal,M1_a_M2_a,N,375,4,025,12,0621581561,0122385681,0069369137,0179435141,M1_a,M2_a
dinner,They liked the turkey dinner,They liked the anniversary dinner,FALSE,Polysemy,turkey,anniversary,M1_a_M2_b,N,3733333333,4,0266666667,15,059361684,0089506567,0039854407,0153271209,M1_a,M2_b
dinner,They liked the light dinner,They liked the formal dinner,FALSE,Polysemy,light,formal,M1_b_M2_a,N,3454545455,4,0545454545,11,1035725481,0075368047,0057322264,0312282982,M1_b,M2_a
dinner,They liked the light dinner,They liked the anniversary dinner,FALSE,Polysemy,light,anniversary,M1_b_M2_b,N,3846153846,4,0153846154,13,0554700196,0128708661,0041846991,0153846154,M1_b,M2_b
dinner,They liked the turkey dinner,They liked the light dinner,TRUE,Polysemy,turkey,light,M1_a_M1_b,N,3846153846,4,0153846154,13,0375533808,0095041096,003463757,0104154339,M1_a,M1_b
dinner,They liked the formal dinner,They liked the anniversary dinner,TRUE,Polysemy,formal,anniversary,M2_a_M2_b,N,3923076923,4,0076923077,13,0277350098,0063754916,0054771185,0076923077,M2_a,M2_b
drain,They drained the account,They drained the pool,FALSE,Polysemy,account,pool,M1_a_M2_a,V,1615384615,1,0615384615,13,132529629,0279023349,0171304047,0367571056,M1_a,M2_a
drain,They drained the account,They drained the pond,FALSE,Polysemy,account,pond,M1_a_M2_b,V,2333333333,2,0333333333,12,107308674,0312390685,0194308102,0309773459,M1_a,M2_b
drain,They drained the budget,They drained the pool,FALSE,Polysemy,budget,pool,M1_b_M2_a,V,17,2,03,10,1059349905,036032635,0151669145,0334995854,M1_b,M2_a
drain,They drained the budget,They drained the pond,FALSE,Polysemy,budget,pond,M1_b_M2_b,V,19375,2,00625,16,1181453907,0365361273,0174552143,0295363477,M1_b,M2_b
drain,They drained the account,They drained the budget,TRUE,Polysemy,account,budget,M1_a_M1_b,V,38,4,02,10,0421637021,0163004339,0135794103,0133333333,M1_a,M1_b
drain,They drained the pool,They drained the pond,TRUE,Polysemy,pool,pond,M2_a_M2_b,V,375,4,025,16,0577350269,0119492829,0047318161,0144337567,M2_a,M2_b
draw,He drew a gun,He drew a tree,FALSE,Polysemy,gun,tree,M1_a_M2_a,V,0363636364,0,0363636364,11,1206045378,0326175928,0077704012,0363636364,M1_a,M2_a
draw,He drew a gun,They drew a picture,FALSE,Polysemy,gun,picture,M1_a_M2_b,V,0461538462,0,0461538462,13,0967417922,0411751091,0143300056,0268313456,M1_a,M2_b
draw,He drew a sword,He drew a tree,FALSE,Polysemy,sword,tree,M1_b_M2_a,V,06,0,06,10,1264911064,0268451571,0068489969,04,M1_b,M2_a
draw,He drew a sword,They drew a picture,FALSE,Polysemy,sword,picture,M1_b_M2_b,V,0473684211,0,0473684211,19,1020262551,0384750426,015406543,0234064282,M1_b,M2_b
draw,He drew a gun,He drew a sword,TRUE,Polysemy,gun,sword,M1_a_M1_b,V,30625,35,04375,16,1340087062,012595737,0049517512,0335021765,M1_a,M1_b
draw,He drew a tree,They drew a picture,TRUE,Polysemy,tree,picture,M2_a_M2_b,V,4,4,0,8,0,0222712755,0100153685,0,M2_a,M2_b
dream,He had a recurring dream,He had a childhood dream,FALSE,Polysemy,recurring,childhood,M1_a_M2_a,N,25,25,0,12,1566698904,0103289008,0066080987,0452267017,M1_a,M2_a
dream,He had a recurring dream,He had a career dream,FALSE,Polysemy,recurring,career,M1_a_M2_b,N,1764705882,2,0235294118,17,1251469724,0399492979,0081509531,0303525992,M1_a,M2_b
dream,He had a bad dream,He had a childhood dream,FALSE,Polysemy,bad,childhood,M1_b_M2_a,N,1888888889,2,0111111111,9,1054092553,0217616677,0090056121,0351364184,M1_b,M2_a
dream,He had a bad dream,He had a career dream,FALSE,Polysemy,bad,career,M1_b_M2_b,N,1777777778,2,0222222222,9,0666666667,0470203102,0074092865,0222222222,M1_b,M2_b
dream,He had a recurring dream,He had a bad dream,TRUE,Polysemy,recurring,bad,M1_a_M1_b,N,4,4,0,11,0,011092937,0069384634,0,M1_a,M1_b
dream,He had a childhood dream,He had a career dream,TRUE,Polysemy,childhood,career,M2_a_M2_b,N,3421052632,4,0578947368,19,0692482609,0354789078,0057070136,0158866406,M2_a,M2_b
drill,It was a grueling drill,It was an electric drill,FALSE,Homonymy,grueling,electric,M1_a_M2_a,N,04,0,04,10,0699205899,0255461097,0114933491,0221108319,M1_a,M2_a
drill,It was a grueling drill,It was a battery powered drill,FALSE,Homonymy,grueling,battery powered,M1_a_M2_b,N,0636363636,0,0636363636,11,0809039835,0634080291,0163684726,0243934688,M1_a,M2_b
drill,It was a challenging drill,It was an electric drill,FALSE,Homonymy,challenging,electric,M1_b_M2_a,N,0230769231,0,0230769231,13,043852901,0254882514,0127792597,0121626064,M1_b,M2_a
drill,It was a challenging drill,It was a battery powered drill,FALSE,Homonymy,challenging,battery powered,M1_b_M2_b,N,0153846154,0,0153846154,13,0375533808,0656190097,018358022,0104154339,M1_b,M2_b
drill,It was a grueling drill,It was a challenging drill,TRUE,Homonymy,grueling,challenging,M1_a_M1_b,N,2888888889,35,0611111111,18,1278274981,0147376478,0046640277,0301292303,M1_a,M1_b
drill,It was an electric drill,It was a battery powered drill,TRUE,Homonymy,electric,battery powered,M2_a_M2_b,N,4,4,0,12,0,0561830163,0086390257,0,M2_a,M2_b
examination,It was a multiple choice examination,It was a prostate examination,FALSE,Polysemy,multiple choice,prostate,M1_a_M2_a,N,2,2,0,13,1224744871,0602444679,0081607401,033968311,M1_a,M2_a
examination,It was a multiple choice examination,It was a physical examination,FALSE,Polysemy,multiple choice,physical,M1_a_M2_b,N,3125,35,0375,8,0991031209,057866478,0046395063,0350382444,M1_a,M2_b
examination,It was a difficult examination,It was a prostate examination,FALSE,Polysemy,difficult,prostate,M1_b_M2_a,N,1764705882,2,0235294118,17,1251469724,0354614735,0158068538,0303525992,M1_b,M2_a
examination,It was a difficult examination,It was a physical examination,FALSE,Polysemy,difficult,physical,M1_b_M2_b,N,2625,25,0125,8,1302470181,0239612997,0069825172,0460492749,M1_b,M2_b
examination,It was a multiple choice examination,It was a difficult examination,TRUE,Polysemy,multiple choice,difficult,M1_a_M1_b,N,3526315789,4,0473684211,19,0841191024,0610408217,0079852462,0192982456,M1_a,M1_b
examination,It was a prostate examination,It was a physical examination,TRUE,Polysemy,prostate,physical,M2_a_M2_b,N,4,4,0,12,0,0137051105,0090358555,0,M2_a,M2_b
fan,They had an electric fan,They had a zealous fan,FALSE,Homonymy,electric,zealous,M1_a_M2_a,N,0266666667,0,0266666667,15,059361684,0402846813,0177222013,0153271209,M1_a,M2_a
fan,They had an electric fan,They had an enthusiastic fan,FALSE,Homonymy,electric,enthusiastic,M1_a_M2_b,N,0,0,0,12,0,0426824152,0194414139,0,M1_a,M2_b
fan,They had a ceiling fan,They had a zealous fan,FALSE,Homonymy,ceiling,zealous,M1_b_M2_a,N,02,0,02,15,0560611911,0475281417,0176194489,0144749373,M1_b,M2_a
fan,They had a ceiling fan,They had an enthusiastic fan,FALSE,Homonymy,ceiling,enthusiastic,M1_b_M2_b,N,0071428571,0,0071428571,14,0267261242,0498543441,021644938,0071428571,M1_b,M2_b
fan,They had an electric fan,They had a ceiling fan,TRUE,Homonymy,electric,ceiling,M1_a_M1_b,N,39,4,01,10,0316227766,0076492667,0080676556,01,M1_a,M1_b
fan,They had a zealous fan,They had an enthusiastic fan,TRUE,Homonymy,zealous,enthusiastic,M2_a_M2_b,N,3272727273,4,0727272727,11,161807967,0106026471,0060933888,0487869377,M2_a,M2_b
file,She had a text file,She had a nail file,FALSE,Homonymy,text,nail,M1_a_M2_a,N,0214285714,0,0214285714,14,0578934224,0278784513,0078388691,015472668,M1_a,M2_a
file,She had a text file,She had a steel file,FALSE,Homonymy,text,steel,M1_a_M2_b,N,0384615385,0,0384615385,13,0650443636,0317461908,0099503279,0180400606,M1_a,M2_b
file,She had a data file,She had a nail file,FALSE,Homonymy,data,nail,M1_b_M2_a,N,0083333333,0,0083333333,12,0288675135,0318774164,0097823262,0083333333,M1_b,M2_a
file,She had a data file,She had a steel file,FALSE,Homonymy,data,steel,M1_b_M2_b,N,025,0,025,12,0621581561,0301388562,0105181456,0179435141,M1_b,M2_b
file,She had a text file,She had a data file,TRUE,Homonymy,text,data,M1_a_M1_b,N,36,4,04,10,0516397779,0118700325,0054543734,0163299316,M1_a,M1_b
file,She had a nail file,She had a steel file,TRUE,Homonymy,nail,steel,M2_a_M2_b,N,18125,2,01875,16,1327591805,0126254261,0066116333,0331897951,M2_a,M2_b
film,It was an action film,It was a transparent film,FALSE,Polysemy,action,transparent,M1_a_M2_a,N,1222222222,2,0777777778,9,1201850425,0494718134,0061695457,0400616808,M1_a,M2_a
film,It was an action film,It was a plastic film,FALSE,Polysemy,action,plastic,M1_a_M2_b,N,0388888889,0,0388888889,18,0697802339,0486100733,0123729765,0164473589,M1_a,M2_b
film,It was a censored film,It was a transparent film,FALSE,Polysemy,censored,transparent,M1_b_M2_a,N,1444444444,2,0555555556,9,1509230856,0440122902,0045653105,0503076952,M1_b,M2_a
film,It was a censored film,It was a plastic film,FALSE,Polysemy,censored,plastic,M1_b_M2_b,N,0066666667,0,0066666667,15,025819889,0447441041,0128340244,0066666667,M1_b,M2_b
film,It was an action film,It was a censored film,TRUE,Polysemy,action,censored,M1_a_M1_b,N,38,4,02,10,0421637021,0148115993,0059191465,0133333333,M1_a,M1_b
film,It was a transparent film,It was a plastic film,TRUE,Polysemy,transparent,plastic,M2_a_M2_b,N,34375,4,05625,16,081394103,0065887511,0102606654,0203485257,M2_a,M2_b
fix,They fixed the radio,They fixed the date,FALSE,Polysemy,radio,date,M1_a_M2_a,V,1833333333,2,0166666667,12,1466804401,0243120611,0162263095,0423429958,M1_a,M2_a
fix,They fixed the radio,They fixed the price,FALSE,Polysemy,radio,price,M1_a_M2_b,V,1333333333,1,0333333333,9,0707106781,029379493,0188381612,023570226,M1_a,M2_b
fix,They fixed the dishwasher,They fixed the date,FALSE,Polysemy,dishwasher,date,M1_b_M2_a,V,0833333333,05,0333333333,12,1193416283,0345567882,0155044973,0344509606,M1_b,M2_a
fix,They fixed the dishwasher,They fixed the price,FALSE,Polysemy,dishwasher,price,M1_b_M2_b,V,07,05,02,10,0823272602,0354539871,0171358287,0260341656,M1_b,M2_b
fix,They fixed the radio,They fixed the dishwasher,TRUE,Polysemy,radio,dishwasher,M1_a_M1_b,V,3904761905,4,0095238095,21,0300792604,0153936148,0145602703,0065638327,M1_a,M1_b
fix,They fixed the date,They fixed the price,TRUE,Polysemy,date,price,M2_a_M2_b,V,2615384615,3,0384615385,13,1386750491,017143929,0102191091,0384615385,M2_a,M2_b
foundation,It was a charitable foundation,It was a wooden foundation,FALSE,Polysemy,charitable,wooden,M1_a_M2_a,N,0583333333,0,0583333333,12,0792961461,0405302763,0151539564,0228908257,M1_a,M2_a
foundation,It was a charitable foundation,It was a concrete foundation,FALSE,Polysemy,charitable,concrete,M1_a_M2_b,N,1,0,1,16,1460593487,0387109995,0119116426,0365148372,M1_a,M2_b
foundation,It was an educational foundation,It was a wooden foundation,FALSE,Polysemy,educational,wooden,M1_b_M2_a,N,075,05,025,8,1035098339,037853992,0115469217,0365962527,M1_b,M2_a
foundation,It was an educational foundation,It was a concrete foundation,FALSE,Polysemy,educational,concrete,M1_b_M2_b,N,1555555556,1,0555555556,9,1509230856,0369950593,0081631422,0503076952,M1_b,M2_b
foundation,It was a charitable foundation,It was an educational foundation,TRUE,Polysemy,charitable,educational,M1_a_M1_b,N,3066666667,4,0933333333,15,1334523279,013188982,0057687521,0344572429,M1_a,M1_b
foundation,It was a wooden foundation,It was a concrete foundation,TRUE,Polysemy,wooden,concrete,M2_a_M2_b,N,3764705882,4,0235294118,17,0562295715,0068252504,0048521876,0136376743,M2_a,M2_b
function,It was a mathematical function,It was a social function,FALSE,Polysemy,mathematical,social,M1_a_M2_a,N,0933333333,0,0933333333,15,1279880947,0305757463,0082315564,0330463839,M1_a,M2_a
function,It was a mathematical function,It was a business function,FALSE,Polysemy,mathematical,business,M1_a_M2_b,N,0266666667,0,0266666667,15,059361684,0270422041,0082114339,0153271209,M1_a,M2_b
function,It was a linear function,It was a social function,FALSE,Polysemy,linear,social,M1_b_M2_a,N,02,0,02,10,0421637021,0477748871,0093588471,0133333333,M1_b,M2_a
function,It was a linear function,It was a business function,FALSE,Polysemy,linear,business,M1_b_M2_b,N,05,0,05,12,0674199862,0463516176,0093616426,0194624736,M1_b,M2_b
function,It was a mathematical function,It was a linear function,TRUE,Polysemy,mathematical,linear,M1_a_M1_b,N,375,4,025,12,0621581561,0164885163,0041750014,0179435141,M1_a,M1_b
function,It was a social function,It was a business function,TRUE,Polysemy,social,business,M2_a_M2_b,N,3384615385,4,0615384615,13,0960768923,0084936082,0051722288,0266469355,M2_a,M2_b
